,x_original,y_original,x_recta,y_recta
1303,760,417,748,391
1304,579,37,748,392
1305,760,417,748,392
1306,579,37,748,393
1307,760,417,748,393
1308,579,37,749,394
1309,760,417,749,394
1310,579,37,749,395
1311,760,417,749,395
1312,579,37,750,396
1313,760,417,750,396
1314,579,37,750,397
1315,760,417,750,397
1316,579,37,751,398
1317,760,417,751,398
1318,579,37,751,399
1319,760,417,751,399
1320,579,37,752,400
1321,760,417,752,400
1322,579,37,752,401
1323,760,417,752,401
1324,579,37,753,402
1325,760,417,753,402
1326,579,37,753,403
1327,760,417,753,403
1328,579,37,754,404
1329,760,417,754,404
1330,579,37,754,405
1331,760,417,754,405
1332,579,37,755,406
1333,760,417,755,406
1334,579,37,755,407
1335,760,417,755,407
1336,579,37,756,408
1337,760,417,756,408
1338,579,37,756,409
1339,760,417,756,409
1340,579,37,757,410
1341,760,417,757,410
1342,579,37,757,411
1343,760,417,757,411
1344,579,37,757,412
1345,760,417,757,412
1346,579,37,758,413
1347,760,417,758,413
1348,579,37,758,414
1349,760,417,758,414
1350,579,37,759,415
1351,760,417,759,415
1352,579,37,759,416
1353,760,417,759,416
1354,579,37,760,417
1355,760,417,760,417
1356,760,417,760,417
1357,1690,50,760,417
1358,760,417,761,417
1359,1690,50,761,417
1360,760,417,762,416
1361,1690,50,762,416
1362,760,417,763,416
1363,1690,50,763,416
1364,760,417,764,415
1365,1690,50,764,415
1366,760,417,765,415
1367,1690,50,765,415
1368,760,417,766,415
1369,1690,50,766,415
1370,760,417,767,414
1371,1690,50,767,414
1372,760,417,768,414
1373,1690,50,768,414
1374,760,417,769,413
1375,1690,50,769,413
1376,760,417,770,413
1377,1690,50,770,413
1378,760,417,771,413
1379,1690,50,771,413
1380,760,417,772,412
1381,1690,50,772,412
1382,760,417,773,412
1383,1690,50,773,412
1384,760,417,774,411
1385,1690,50,774,411
1386,760,417,775,411
1387,1690,50,775,411
1388,760,417,776,411
1389,1690,50,776,411
1390,760,417,777,410
1391,1690,50,777,410
1392,760,417,778,410
1393,1690,50,778,410
1394,760,417,779,410
1395,1690,50,779,410
1396,760,417,780,409
1397,1690,50,780,409
1398,760,417,781,409
1399,1690,50,781,409
1400,760,417,782,408
1401,1690,50,782,408
1402,760,417,783,408
1403,1690,50,783,408
1404,760,417,784,408
1405,1690,50,784,408
1406,760,417,785,407
1407,1690,50,785,407
1408,760,417,786,407
1409,1690,50,786,407
1410,760,417,787,406
1411,1690,50,787,406
1412,760,417,788,406
1413,1690,50,788,406
1414,760,417,789,406
1415,1690,50,789,406
1416,760,417,790,405
1417,1690,50,790,405
1418,760,417,791,405
1419,1690,50,791,405
1420,760,417,792,404
1421,1690,50,792,404
1422,760,417,793,404
1423,1690,50,793,404
1424,760,417,794,404
1425,1690,50,794,404
1426,760,417,795,403
1427,1690,50,795,403
1428,760,417,796,403
1429,1690,50,796,403
1430,760,417,797,402
1431,1690,50,797,402
1432,760,417,798,402
1433,1690,50,798,402
1434,760,417,799,402
1435,1690,50,799,402
1436,760,417,800,401
1437,1690,50,800,401
1438,760,417,801,401
1439,1690,50,801,401
1440,760,417,802,400
1441,1690,50,802,400
1442,760,417,803,400
1443,1690,50,803,400
1444,760,417,804,400
1445,1690,50,804,400
1446,760,417,805,399
1447,1690,50,805,399
1448,760,417,806,399
1449,1690,50,806,399
1450,760,417,807,398
1451,1690,50,807,398
1452,760,417,808,398
1453,1690,50,808,398
1454,760,417,809,398
1455,1690,50,809,398
1456,760,417,810,397
1457,1690,50,810,397
1458,760,417,811,397
1459,1690,50,811,397
1460,760,417,812,396
1461,1690,50,812,396
1462,760,417,813,396
1463,1690,50,813,396
1464,760,417,814,396
1465,1690,50,814,396
1466,760,417,815,395
1467,1690,50,815,395
1468,760,417,816,395
1469,1690,50,816,395
1470,760,417,817,395
1471,1690,50,817,395
1472,760,417,818,394
1473,1690,50,818,394
1474,760,417,819,394
1475,1690,50,819,394
1476,760,417,820,393
1477,1690,50,820,393
1478,760,417,821,393
1479,1690,50,821,393
1480,760,417,822,393
1481,1690,50,822,393
1482,760,417,823,392
1483,1690,50,823,392
1484,760,417,824,392
1485,1690,50,824,392
1486,760,417,825,391
1487,1690,50,825,391
1488,760,417,826,391
1489,1690,50,826,391
1490,760,417,827,391
1491,1690,50,827,391
1492,760,417,828,390
1493,1690,50,828,390
1494,760,417,829,390
1495,1690,50,829,390
1496,760,417,830,389
1497,1690,50,830,389
1498,760,417,831,389
1499,1690,50,831,389
1500,760,417,832,389
1501,1690,50,832,389
1502,760,417,833,388
1503,1690,50,833,388
1504,760,417,834,388
1505,1690,50,834,388
1506,760,417,835,387
1507,1690,50,835,387
1508,760,417,836,387
1509,1690,50,836,387
1510,760,417,837,387
1511,1690,50,837,387
1512,760,417,838,386
1513,1690,50,838,386
1514,760,417,839,386
1515,1690,50,839,386
1516,760,417,840,385
1517,1690,50,840,385
1518,760,417,841,385
1519,1690,50,841,385
1520,760,417,842,385
1521,1690,50,842,385
1522,760,417,843,384
1523,1690,50,843,384
1524,760,417,844,384
1525,1690,50,844,384
1526,760,417,845,383
1527,1690,50,845,383
1528,760,417,846,383
1529,1690,50,846,383
1530,760,417,847,383
1531,1690,50,847,383
1532,760,417,848,382
1533,1690,50,848,382
1534,760,417,849,382
1535,1690,50,849,382
1536,760,417,850,382
1537,1690,50,850,382
1538,760,417,851,381
1539,1690,50,851,381
1540,760,417,852,381
1541,1690,50,852,381
1542,760,417,853,380
1543,1690,50,853,380
1544,760,417,854,380
1545,1690,50,854,380
1546,760,417,855,380
1547,1690,50,855,380
1548,760,417,856,379
1549,1690,50,856,379
1550,760,417,857,379
1551,1690,50,857,379
1552,760,417,858,378
1553,1690,50,858,378
1554,760,417,859,378
1555,1690,50,859,378
